sample_id,noisy_filename,clean_filename,noise_category,target_snr_db,measured_snr_db,duration_sec
S0371,S0371_snr_5dB_artillery.wav,male_0295.wav,artillery,5,5.0,6.2536
S0372,S0372_snr_5dB_artillery.wav,male_0879.wav,artillery,5,5.0,3.6133
S0374,S0374_snr_5dB_artillery.wav,male_0919.wav,artillery,5,5.0,4.6871
S0375,S0375_snr_5dB_artillery.wav,male_0038.wav,artillery,5,5.0,4.5136
S0376,S0376_snr_5dB_artillery.wav,male_0861.wav,artillery,5,5.0,3.8904
S0378,S0378_snr_5dB_artillery.wav,male_0126.wav,artillery,5,5.0,8.36
S0379,S0379_snr_5dB_artillery.wav,male_0024.wav,artillery,5,5.0,6.2549
S0380,S0380_snr_5dB_artillery.wav,male_0840.wav,artillery,5,5.0,5.2592
S0381,S0381_snr_5dB_artillery.wav,male_0977.wav,artillery,5,5.0,3.0998
S0382,S0382_snr_5dB_artillery.wav,male_0102.wav,artillery,5,5.0,5.1242
S0383,S0383_snr_5dB_drone.wav,male_0116.wav,drone,5,5.0,7.0278
S0384,S0384_snr_5dB_drone.wav,male_0436.wav,drone,5,5.0,9.1332
S0385,S0385_snr_5dB_drone.wav,male_0951.wav,drone,5,5.0,7.1039
S0388,S0388_snr_5dB_drone.wav,male_0048.wav,drone,5,5.0,11.9501
S0390,S0390_snr_5dB_drone.wav,male_0318.wav,drone,5,5.0,7.6201
S0391,S0391_snr_5dB_drone.wav,male_0325.wav,drone,5,5.0,10.9804
S0392,S0392_snr_5dB_drone.wav,male_0881.wav,drone,5,5.0,8.5984
S0393,S0393_snr_5dB_drone.wav,male_0264.wav,drone,5,5.0,14.5098
S0394,S0394_snr_5dB_drone.wav,male_0146.wav,drone,5,5.0,10.0044
S0395,S0395_snr_5dB_drone.wav,male_0044.wav,drone,5,5.0,7.9524
S0396,S0396_snr_5dB_drone.wav,male_0505.wav,drone,5,5.0,3.9354
S0397,S0397_snr_5dB_drone.wav,male_0087.wav,drone,5,5.0,5.9824
S0398,S0398_snr_5dB_drone.wav,male_0377.wav,drone,5,5.0,4.4409
S0399,S0399_snr_5dB_drone.wav,male_0531.wav,drone,5,5.0,13.386
S0400,S0400_snr_5dB_drone.wav,male_0985.wav,drone,5,5.0,4.8502
S0401,S0401_snr_5dB_drone.wav,male_0852.wav,drone,5,5.0,6.32
S0403,S0403_snr_5dB_drone.wav,male_0404.wav,drone,5,5.0,8.1401
S0404,S0404_snr_5dB_drone.wav,male_0227.wav,drone,5,5.0,5.3902
S0405,S0405_snr_5dB_drone.wav,male_0988.wav,drone,5,5.0,6.2828
S0407,S0407_snr_5dB_siren.wav,male_0336.wav,siren,5,5.0,6.2667
S0408,S0408_snr_5dB_siren.wav,male_0601.wav,siren,5,5.0,9.0753
S0409,S0409_snr_5dB_siren.wav,male_0917.wav,siren,5,5.0,8.52
S0410,S0410_snr_5dB_siren.wav,male_0473.wav,siren,5,5.0,3.2519
S0411,S0411_snr_5dB_siren.wav,male_0448.wav,siren,5,5.0,5.9204
S0414,S0414_snr_5dB_siren.wav,male_0156.wav,siren,5,5.0,6.0001
S0415,S0415_snr_5dB_siren.wav,male_0459.wav,siren,5,5.0,3.0333
S0417,S0417_snr_5dB_siren.wav,male_0208.wav,siren,5,5.0,5.22
S0420,S0420_snr_5dB_siren.wav,male_0758.wav,siren,5,5.0,4.0694
S0421,S0421_snr_5dB_siren.wav,male_0986.wav,siren,5,5.0,9.2924
S0422,S0422_snr_5dB_siren.wav,male_0384.wav,siren,5,5.0,5.5762
S0423,S0423_snr_5dB_siren.wav,male_0802.wav,siren,5,5.0,10.5677
S0425,S0425_snr_5dB_siren.wav,male_0807.wav,siren,5,5.0,10.76
S0427,S0427_snr_5dB_siren.wav,male_0504.wav,siren,5,5.0,5.6347
S0428,S0428_snr_5dB_siren.wav,male_0738.wav,siren,5,5.0,3.5426
S0429,S0429_snr_5dB_siren.wav,male_0560.wav,siren,5,5.0,6.22
S0430,S0430_snr_5dB_siren.wav,male_0545.wav,siren,5,5.0,18.8292
S0431,S0431_snr_5dB_gunshot.wav,male_0357.wav,gunshot,5,5.0,6.94
S0433,S0433_snr_5dB_gunshot.wav,male_0889.wav,gunshot,5,5.0,10.5314
S0434,S0434_snr_5dB_gunshot.wav,male_0612.wav,gunshot,5,5.0,9.36
S0436,S0436_snr_5dB_gunshot.wav,male_0532.wav,gunshot,5,5.0,6.7445
S0437,S0437_snr_5dB_gunshot.wav,male_0260.wav,gunshot,5,5.0,10.92
S0438,S0438_snr_5dB_gunshot.wav,male_0154.wav,gunshot,5,5.0,12.7933
S0439,S0439_snr_5dB_gunshot.wav,male_0853.wav,gunshot,5,5.0,4.8685
S0440,S0440_snr_5dB_gunshot.wav,male_0064.wav,gunshot,5,5.0,4.6255
S0441,S0441_snr_5dB_gunshot.wav,male_0435.wav,gunshot,5,5.0,6.02
S0442,S0442_snr_5dB_gunshot.wav,male_0340.wav,gunshot,5,5.0,3.9504
S0443,S0443_snr_5dB_gunshot.wav,male_0514.wav,gunshot,5,5.0,4.7352
S0445,S0445_snr_5dB_gunshot.wav,male_0488.wav,gunshot,5,5.0,7.4143
S0446,S0446_snr_5dB_gunshot.wav,male_0525.wav,gunshot,5,5.0,7.1248
S0447,S0447_snr_5dB_gunshot.wav,male_0894.wav,gunshot,5,5.0,8.8003
S0449,S0449_snr_5dB_gunshot.wav,male_0187.wav,gunshot,5,5.0,10.8994
S0450,S0450_snr_5dB_gunshot.wav,male_0674.wav,gunshot,5,5.0,3.28
S0451,S0451_snr_5dB_gunshot.wav,male_0344.wav,gunshot,5,5.0,9.5668
S0452,S0452_snr_5dB_gunshot.wav,male_0378.wav,gunshot,5,5.0,7.8367
S0453,S0453_snr_5dB_gunshot.wav,male_0904.wav,gunshot,5,5.0,3.9497
S0454,S0454_snr_5dB_gunshot.wav,male_0369.wav,gunshot,5,inf,5.8937
S0455,S0455_snr_5dB_helicopter.wav,male_0569.wav,helicopter,5,5.0,20.6584
S0456,S0456_snr_5dB_helicopter.wav,male_0276.wav,helicopter,5,5.0,10.1199
S0457,S0457_snr_5dB_helicopter.wav,male_0691.wav,helicopter,5,5.0,4.9012
S0458,S0458_snr_5dB_helicopter.wav,male_0267.wav,helicopter,5,5.0,5.9773
S0460,S0460_snr_5dB_helicopter.wav,male_0938.wav,helicopter,5,5.0,4.84
S0461,S0461_snr_5dB_helicopter.wav,male_0534.wav,helicopter,5,5.0,16.8266
S0463,S0463_snr_5dB_helicopter.wav,male_0543.wav,helicopter,5,5.0,5.7162
S0464,S0464_snr_5dB_helicopter.wav,male_0098.wav,helicopter,5,5.0,3.56
S0465,S0465_snr_5dB_helicopter.wav,male_0296.wav,helicopter,5,5.0,6.0167
S0466,S0466_snr_5dB_helicopter.wav,male_0461.wav,helicopter,5,5.0,5.0975
S0467,S0467_snr_5dB_helicopter.wav,male_0198.wav,helicopter,5,5.0,9.6376
S0468,S0468_snr_5dB_helicopter.wav,male_0708.wav,helicopter,5,5.0,3.4897
S0470,S0470_snr_5dB_helicopter.wav,male_0311.wav,helicopter,5,5.0,9.5593
S0471,S0471_snr_5dB_helicopter.wav,male_0980.wav,helicopter,5,5.0,6.4229
S0472,S0472_snr_5dB_helicopter.wav,male_0161.wav,helicopter,5,5.0,9.2266
S0473,S0473_snr_5dB_helicopter.wav,male_0403.wav,helicopter,5,5.0,8.6732
S0474,S0474_snr_5dB_helicopter.wav,male_0540.wav,helicopter,5,5.0,4.8594
S0475,S0475_snr_5dB_helicopter.wav,male_0177.wav,helicopter,5,5.0,4.2651
S0476,S0476_snr_5dB_helicopter.wav,male_0727.wav,helicopter,5,5.0,4.4203
S0477,S0477_snr_5dB_helicopter.wav,male_0794.wav,helicopter,5,5.0,3.1371
S0478,S0478_snr_5dB_helicopter.wav,male_0819.wav,helicopter,5,5.0,6.7437
S0479,S0479_snr_5dB_wind.wav,male_0779.wav,wind,5,5.0,5.2266
S0480,S0480_snr_5dB_wind.wav,male_0757.wav,wind,5,5.0,3.8307
S0483,S0483_snr_5dB_wind.wav,male_0930.wav,wind,5,5.0,6.6323
S0484,S0484_snr_5dB_wind.wav,male_0450.wav,wind,5,5.0,9.84
S0487,S0487_snr_5dB_wind.wav,male_0481.wav,wind,5,5.0,20.2
S0488,S0488_snr_5dB_wind.wav,male_0997.wav,wind,5,5.0,4.9039
S0489,S0489_snr_5dB_wind.wav,male_0869.wav,wind,5,5.0,3.9878
S0490,S0490_snr_5dB_wind.wav,male_0432.wav,wind,5,5.0,9.36
S0491,S0491_snr_5dB_wind.wav,male_0696.wav,wind,5,5.0,10.5761
S0492,S0492_snr_5dB_wind.wav,male_0503.wav,wind,5,5.0,3.0014
S0493,S0493_snr_5dB_wind.wav,male_0261.wav,wind,5,5.0,21.18
S0494,S0494_snr_5dB_wind.wav,male_0329.wav,wind,5,5.0,3.3241
S0495,S0495_snr_5dB_wind.wav,male_0180.wav,wind,5,5.0,6.3664
S0496,S0496_snr_5dB_wind.wav,male_0565.wav,wind,5,5.0,10.2379
S0497,S0497_snr_5dB_wind.wav,male_0396.wav,wind,5,5.0,4.8019
S0498,S0498_snr_5dB_wind.wav,male_0496.wav,wind,5,5.0,4.0504
S0499,S0499_snr_5dB_wind.wav,male_0036.wav,wind,5,5.0,7.3226
S0500,S0500_snr_5dB_wind.wav,male_0443.wav,wind,5,5.0,4.4675
S0501,S0501_snr_5dB_wind.wav,male_0928.wav,wind,5,5.0,8.0001
S0502,S0502_snr_10dB_armored_vehicle.wav,male_0660.wav,armored_vehicle,10,10.0,3.36
S0503,S0503_snr_10dB_armored_vehicle.wav,male_0637.wav,armored_vehicle,10,10.0,5.1201
S0504,S0504_snr_10dB_armored_vehicle.wav,male_0099.wav,armored_vehicle,10,10.0,3.3538
S0505,S0505_snr_10dB_armored_vehicle.wav,male_0338.wav,armored_vehicle,10,10.0,5.3666
S0506,S0506_snr_10dB_armored_vehicle.wav,male_0013.wav,armored_vehicle,10,10.0,8.6088
S0507,S0507_snr_10dB_armored_vehicle.wav,male_0685.wav,armored_vehicle,10,10.0,3.6943
S0509,S0509_snr_10dB_armored_vehicle.wav,male_0447.wav,armored_vehicle,10,10.0,4.2651
S0510,S0510_snr_10dB_armored_vehicle.wav,male_0408.wav,armored_vehicle,10,10.0,3.9486
S0511,S0511_snr_10dB_armored_vehicle.wav,male_0816.wav,armored_vehicle,10,10.0,13.24
S0512,S0512_snr_10dB_armored_vehicle.wav,male_0313.wav,armored_vehicle,10,10.0,5.3
S0513,S0513_snr_10dB_armored_vehicle.wav,male_0359.wav,armored_vehicle,10,10.0,5.5026
S0514,S0514_snr_10dB_armored_vehicle.wav,male_0472.wav,armored_vehicle,10,10.0,3.2401
S0516,S0516_snr_10dB_armored_vehicle.wav,male_0228.wav,armored_vehicle,10,10.0,4.8528
S0517,S0517_snr_10dB_armored_vehicle.wav,male_0482.wav,armored_vehicle,10,10.0,3.8622
S0518,S0518_snr_10dB_armored_vehicle.wav,male_0040.wav,armored_vehicle,10,10.0,6.8066
S0519,S0519_snr_10dB_armored_vehicle.wav,male_0392.wav,armored_vehicle,10,10.0,7.466
S0521,S0521_snr_10dB_armored_vehicle.wav,male_0833.wav,armored_vehicle,10,10.0,6.3609
S0522,S0522_snr_10dB_armored_vehicle.wav,male_0813.wav,armored_vehicle,10,10.0,3.2656
S0524,S0524_snr_10dB_armored_vehicle.wav,male_0422.wav,armored_vehicle,10,10.0,3.1046
S0526,S0526_snr_10dB_artillery.wav,male_0184.wav,artillery,10,10.0,4.7849
S0527,S0527_snr_10dB_artillery.wav,male_0998.wav,artillery,10,10.0,4.7939
S0528,S0528_snr_10dB_artillery.wav,male_0423.wav,artillery,10,10.0,5.7752
S0530,S0530_snr_10dB_artillery.wav,male_0905.wav,artillery,10,10.0,3.6749
S0531,S0531_snr_10dB_artillery.wav,male_0862.wav,artillery,10,10.0,4.9623
S0534,S0534_snr_10dB_artillery.wav,male_0701.wav,artillery,10,10.0,19.3347
S0536,S0536_snr_10dB_artillery.wav,male_0920.wav,artillery,10,10.0,15.8904
S0537,S0537_snr_10dB_artillery.wav,male_0652.wav,artillery,10,10.0,6.16
S0539,S0539_snr_10dB_artillery.wav,male_0620.wav,artillery,10,10.0,5.061
S0540,S0540_snr_10dB_artillery.wav,male_0906.wav,artillery,10,10.0,3.7954
S0541,S0541_snr_10dB_artillery.wav,male_0316.wav,artillery,10,10.0,6.8786
S0542,S0542_snr_10dB_artillery.wav,male_0043.wav,artillery,10,10.0,3.149
S0543,S0543_snr_10dB_artillery.wav,male_0131.wav,artillery,10,10.0,9.0183
S0544,S0544_snr_10dB_artillery.wav,male_0441.wav,artillery,10,10.0,4.881
S0545,S0545_snr_10dB_artillery.wav,male_0152.wav,artillery,10,10.0,9.1314
S0546,S0546_snr_10dB_artillery.wav,male_0589.wav,artillery,10,10.0,4.4095
S0547,S0547_snr_10dB_artillery.wav,male_0037.wav,artillery,10,10.0,5.2752
S0548,S0548_snr_10dB_artillery.wav,male_0153.wav,artillery,10,10.0,8.5765
S0549,S0549_snr_10dB_artillery.wav,male_0677.wav,artillery,10,10.0,8.8629
S0550,S0550_snr_10dB_drone.wav,male_0961.wav,drone,10,10.0,6.2423
S0551,S0551_snr_10dB_drone.wav,male_0602.wav,drone,10,10.0,7.8527
S0552,S0552_snr_10dB_drone.wav,male_0438.wav,drone,10,10.0,12.9711
S0553,S0553_snr_10dB_drone.wav,male_0453.wav,drone,10,10.0,3.3666
S0554,S0554_snr_10dB_drone.wav,male_0786.wav,drone,10,10.0,3.9746
S0555,S0555_snr_10dB_drone.wav,male_0269.wav,drone,10,10.0,6.9911
S0556,S0556_snr_10dB_drone.wav,male_0134.wav,drone,10,10.0,27.0051
S0557,S0557_snr_10dB_drone.wav,male_0342.wav,drone,10,10.0,5.2561
S0559,S0559_snr_10dB_drone.wav,male_0046.wav,drone,10,10.0,7.2456
S0560,S0560_snr_10dB_drone.wav,male_0284.wav,drone,10,10.0,5.9299
S0561,S0561_snr_10dB_drone.wav,male_0653.wav,drone,10,10.0,5.0474
S0563,S0563_snr_10dB_drone.wav,male_0053.wav,drone,10,10.0,3.5497
S0564,S0564_snr_10dB_drone.wav,male_0822.wav,drone,10,10.0,8.4454
S0566,S0566_snr_10dB_drone.wav,male_0978.wav,drone,10,10.0,3.5847
S0567,S0567_snr_10dB_drone.wav,male_0600.wav,drone,10,10.0,7.3659
S0568,S0568_snr_10dB_drone.wav,male_0209.wav,drone,10,10.0,3.7874
S0569,S0569_snr_10dB_drone.wav,male_0352.wav,drone,10,10.0,7.1497
S0570,S0570_snr_10dB_drone.wav,male_0216.wav,drone,10,10.0,8.8991
S0571,S0571_snr_10dB_drone.wav,male_0289.wav,drone,10,10.0,5.0358
S0572,S0572_snr_10dB_drone.wav,male_0279.wav,drone,10,10.0,3.5551
S0574,S0574_snr_10dB_siren.wav,male_0821.wav,siren,10,10.0,6.7374
S0575,S0575_snr_10dB_siren.wav,male_0110.wav,siren,10,10.0,6.1699
S0577,S0577_snr_10dB_siren.wav,male_0942.wav,siren,10,10.0,5.6482
S0579,S0579_snr_10dB_siren.wav,male_0107.wav,siren,10,10.0,19.2499
S0580,S0580_snr_10dB_siren.wav,male_0307.wav,siren,10,10.0,7.9397
S0582,S0582_snr_10dB_siren.wav,male_0009.wav,siren,10,10.0,7.58
S0583,S0583_snr_10dB_siren.wav,male_0823.wav,siren,10,10.0,18.1187
S0584,S0584_snr_10dB_siren.wav,male_0310.wav,siren,10,10.0,5.0613
S0585,S0585_snr_10dB_siren.wav,male_0557.wav,siren,10,10.0,9.0522
S0586,S0586_snr_10dB_siren.wav,male_0744.wav,siren,10,10.0,5.6268
S0587,S0587_snr_10dB_siren.wav,male_0635.wav,siren,10,10.0,3.7401
S0588,S0588_snr_10dB_siren.wav,male_0292.wav,siren,10,10.0,4.2622
S0589,S0589_snr_10dB_siren.wav,male_0379.wav,siren,10,10.0,6.6
S0590,S0590_snr_10dB_siren.wav,male_0890.wav,siren,10,10.0,3.4323
S0592,S0592_snr_10dB_siren.wav,male_0358.wav,siren,10,10.0,4.8202
S0593,S0593_snr_10dB_siren.wav,male_0713.wav,siren,10,10.0,7.0997
S0595,S0595_snr_10dB_siren.wav,male_0519.wav,siren,10,10.0,10.178
S0596,S0596_snr_10dB_siren.wav,male_0663.wav,siren,10,10.0,10.16
S0597,S0597_snr_10dB_siren.wav,male_0551.wav,siren,10,10.0,8.2464
S0598,S0598_snr_10dB_gunshot.wav,male_0076.wav,gunshot,10,10.0,13.0734
S0599,S0599_snr_10dB_gunshot.wav,male_0103.wav,gunshot,10,10.0,25.0051
S0600,S0600_snr_10dB_gunshot.wav,male_0577.wav,gunshot,10,10.0,27.2639
S0601,S0601_snr_10dB_gunshot.wav,male_0858.wav,gunshot,10,10.0,6.76
S0603,S0603_snr_10dB_gunshot.wav,male_0075.wav,gunshot,10,10.0,4.7603
S0604,S0604_snr_10dB_gunshot.wav,male_0952.wav,gunshot,10,10.0,14.182
S0606,S0606_snr_10dB_gunshot.wav,male_0308.wav,gunshot,10,10.0,7.0
S0608,S0608_snr_10dB_gunshot.wav,male_0860.wav,gunshot,10,10.0,28.0
S0610,S0610_snr_10dB_gunshot.wav,male_0245.wav,gunshot,10,10.0,3.4854
S0612,S0612_snr_10dB_gunshot.wav,male_0210.wav,gunshot,10,10.0,24.7808
S0613,S0613_snr_10dB_gunshot.wav,male_0268.wav,gunshot,10,10.0,3.6795
S0616,S0616_snr_10dB_gunshot.wav,male_0579.wav,gunshot,10,10.0,3.28
S0617,S0617_snr_10dB_gunshot.wav,male_0846.wav,gunshot,10,10.0,8.9026
S0618,S0618_snr_10dB_gunshot.wav,male_0969.wav,gunshot,10,10.0,16.3158
S0619,S0619_snr_10dB_gunshot.wav,male_0084.wav,gunshot,10,10.0,11.1766
S0622,S0622_snr_10dB_helicopter.wav,male_0593.wav,helicopter,10,10.0,4.7975
S0625,S0625_snr_10dB_helicopter.wav,male_0123.wav,helicopter,10,10.0,4.8621
S0628,S0628_snr_10dB_helicopter.wav,male_0724.wav,helicopter,10,10.0,9.6
S0629,S0629_snr_10dB_helicopter.wav,male_0610.wav,helicopter,10,10.0,4.0675
S0630,S0630_snr_10dB_helicopter.wav,male_0767.wav,helicopter,10,10.0,7.4
S0631,S0631_snr_10dB_helicopter.wav,male_0191.wav,helicopter,10,10.0,9.56
S0633,S0633_snr_10dB_helicopter.wav,male_0521.wav,helicopter,10,10.0,8.16
S0634,S0634_snr_10dB_helicopter.wav,male_0877.wav,helicopter,10,10.0,5.4082
S0635,S0635_snr_10dB_helicopter.wav,male_0806.wav,helicopter,10,10.0,4.0134
S0636,S0636_snr_10dB_helicopter.wav,male_0784.wav,helicopter,10,10.0,5.04
S0637,S0637_snr_10dB_helicopter.wav,male_0515.wav,helicopter,10,10.0,8.5201
S0639,S0639_snr_10dB_helicopter.wav,male_0848.wav,helicopter,10,10.0,4.7763
S0640,S0640_snr_10dB_helicopter.wav,male_0673.wav,helicopter,10,10.0,11.9948
S0641,S0641_snr_10dB_helicopter.wav,male_0059.wav,helicopter,10,10.0,7.325
S0642,S0642_snr_10dB_helicopter.wav,male_0322.wav,helicopter,10,10.0,7.9375
S0643,S0643_snr_10dB_helicopter.wav,male_0692.wav,helicopter,10,10.0,9.6451
S0644,S0644_snr_10dB_helicopter.wav,male_0556.wav,helicopter,10,10.0,9.0667
S0645,S0645_snr_10dB_helicopter.wav,male_0594.wav,helicopter,10,10.0,5.1551
S0646,S0646_snr_10dB_wind.wav,male_0838.wav,wind,10,10.0,10.9878
S0647,S0647_snr_10dB_wind.wav,male_0223.wav,wind,10,10.0,3.9881
S0648,S0648_snr_10dB_wind.wav,male_0304.wav,wind,10,10.0,6.4752
S0649,S0649_snr_10dB_wind.wav,male_0717.wav,wind,10,10.0,3.1305
S0650,S0650_snr_10dB_wind.wav,male_0159.wav,wind,10,10.0,3.3278
S0651,S0651_snr_10dB_wind.wav,male_0499.wav,wind,10,10.0,4.1497
S0652,S0652_snr_10dB_wind.wav,male_0570.wav,wind,10,10.0,3.8431
S0653,S0653_snr_10dB_wind.wav,male_0898.wav,wind,10,10.0,4.0706
S0654,S0654_snr_10dB_wind.wav,male_0293.wav,wind,10,10.0,5.435
S0655,S0655_snr_10dB_wind.wav,male_0466.wav,wind,10,10.0,4.7231
S0656,S0656_snr_10dB_wind.wav,male_0989.wav,wind,10,10.0,5.3315
S0657,S0657_snr_10dB_wind.wav,male_0400.wav,wind,10,10.0,11.9942
S0659,S0659_snr_10dB_wind.wav,male_0887.wav,wind,10,10.0,13.6235
S0661,S0661_snr_10dB_wind.wav,male_0726.wav,wind,10,10.0,5.2665
S0663,S0663_snr_10dB_wind.wav,male_0219.wav,wind,10,10.0,15.8397
S0665,S0665_snr_10dB_wind.wav,male_0716.wav,wind,10,10.0,5.5298
S0667,S0667_snr_10dB_wind.wav,male_0171.wav,wind,10,10.0,7.0801
S0668,S0668_snr_10dB_wind.wav,male_0243.wav,wind,10,10.0,7.4151
S0669,S0669_snr_15dB_armored_vehicle.wav,male_0981.wav,armored_vehicle,15,15.0,3.7861
S0670,S0670_snr_15dB_armored_vehicle.wav,male_0016.wav,armored_vehicle,15,15.0,4.3001
S0671,S0671_snr_15dB_armored_vehicle.wav,male_0554.wav,armored_vehicle,15,15.0,6.4724
S0672,S0672_snr_15dB_armored_vehicle.wav,male_0668.wav,armored_vehicle,15,15.0,5.8912
S0673,S0673_snr_15dB_armored_vehicle.wav,male_0052.wav,armored_vehicle,15,15.0,5.67
S0674,S0674_snr_15dB_armored_vehicle.wav,male_0990.wav,armored_vehicle,15,15.0,9.5307
S0675,S0675_snr_15dB_armored_vehicle.wav,male_0564.wav,armored_vehicle,15,15.0,5.8391
S0676,S0676_snr_15dB_armored_vehicle.wav,male_0454.wav,armored_vehicle,15,15.0,4.395
S0677,S0677_snr_15dB_armored_vehicle.wav,male_0078.wav,armored_vehicle,15,15.0,3.9478
S0678,S0678_snr_15dB_armored_vehicle.wav,male_0256.wav,armored_vehicle,15,15.0,9.64
S0679,S0679_snr_15dB_armored_vehicle.wav,male_0913.wav,armored_vehicle,15,15.0,8.4653
S0681,S0681_snr_15dB_armored_vehicle.wav,male_0188.wav,armored_vehicle,15,15.0,10.3438
S0682,S0682_snr_15dB_armored_vehicle.wav,male_0830.wav,armored_vehicle,15,15.0,9.84
S0683,S0683_snr_15dB_armored_vehicle.wav,male_0144.wav,armored_vehicle,15,15.0,6.5401
S0684,S0684_snr_15dB_armored_vehicle.wav,male_0967.wav,armored_vehicle,15,15.0,9.5256
S0685,S0685_snr_15dB_armored_vehicle.wav,male_0815.wav,armored_vehicle,15,15.0,4.7691
S0686,S0686_snr_15dB_armored_vehicle.wav,male_0706.wav,armored_vehicle,15,15.0,4.1424
S0687,S0687_snr_15dB_armored_vehicle.wav,male_0924.wav,armored_vehicle,15,15.0,3.3739
S0689,S0689_snr_15dB_armored_vehicle.wav,male_0112.wav,armored_vehicle,15,15.0,4.3664
S0690,S0690_snr_15dB_armored_vehicle.wav,male_0348.wav,armored_vehicle,15,15.0,17.0819
S0691,S0691_snr_15dB_armored_vehicle.wav,male_0413.wav,armored_vehicle,15,15.0,3.7508
S0692,S0692_snr_15dB_armored_vehicle.wav,male_0063.wav,armored_vehicle,15,15.0,4.2627
S0693,S0693_snr_15dB_artillery.wav,male_0101.wav,artillery,15,15.0,4.8166
S0694,S0694_snr_15dB_artillery.wav,male_0662.wav,artillery,15,15.0,7.52
S0696,S0696_snr_15dB_artillery.wav,male_0690.wav,artillery,15,15.0,4.8579
S0698,S0698_snr_15dB_artillery.wav,male_0479.wav,artillery,15,15.0,12.6526
S0699,S0699_snr_15dB_artillery.wav,male_0421.wav,artillery,15,15.0,4.1401
S0700,S0700_snr_15dB_artillery.wav,male_0756.wav,artillery,15,15.0,10.8124
S0701,S0701_snr_15dB_artillery.wav,male_0363.wav,artillery,15,15.0,7.2004
S0702,S0702_snr_15dB_artillery.wav,male_0442.wav,artillery,15,15.0,9.1914
S0703,S0703_snr_15dB_artillery.wav,male_0675.wav,artillery,15,15.0,7.72
S0704,S0704_snr_15dB_artillery.wav,male_0947.wav,artillery,15,15.0,6.6602
S0705,S0705_snr_15dB_artillery.wav,male_0097.wav,artillery,15,15.0,3.5849
S0706,S0706_snr_15dB_artillery.wav,male_0195.wav,artillery,15,15.0,9.7599
S0707,S0707_snr_15dB_artillery.wav,male_0417.wav,artillery,15,15.0,3.0894
S0708,S0708_snr_15dB_artillery.wav,male_0710.wav,artillery,15,15.0,10.24
S0709,S0709_snr_15dB_artillery.wav,male_0249.wav,artillery,15,15.0,4.1949
S0710,S0710_snr_15dB_artillery.wav,male_0485.wav,artillery,15,15.0,3.9881
S0712,S0712_snr_15dB_artillery.wav,male_0585.wav,artillery,15,15.0,7.78
S0713,S0713_snr_15dB_artillery.wav,male_0136.wav,artillery,15,15.0,4.9594
S0714,S0714_snr_15dB_artillery.wav,male_0754.wav,artillery,15,15.0,3.2804
S0715,S0715_snr_15dB_artillery.wav,male_0220.wav,artillery,15,15.0,17.0272
S0716,S0716_snr_15dB_artillery.wav,male_0768.wav,artillery,15,15.0,4.9671
S0717,S0717_snr_15dB_drone.wav,male_0686.wav,drone,15,15.0,8.3634
S0718,S0718_snr_15dB_drone.wav,male_0286.wav,drone,15,15.0,3.0939
S0719,S0719_snr_15dB_drone.wav,male_0244.wav,drone,15,15.0,4.3732
S0720,S0720_snr_15dB_drone.wav,male_0527.wav,drone,15,15.0,6.8309
S0724,S0724_snr_15dB_drone.wav,male_0070.wav,drone,15,15.0,6.2247
S0726,S0726_snr_15dB_drone.wav,male_0061.wav,drone,15,15.0,3.0078
S0728,S0728_snr_15dB_drone.wav,male_0725.wav,drone,15,15.0,6.2049
S0729,S0729_snr_15dB_drone.wav,male_0073.wav,drone,15,15.0,5.5001
S0730,S0730_snr_15dB_drone.wav,male_0008.wav,drone,15,15.0,4.7892
S0731,S0731_snr_15dB_drone.wav,male_0968.wav,drone,15,15.0,8.8166
S0732,S0732_snr_15dB_drone.wav,male_0735.wav,drone,15,15.0,5.52
S0733,S0733_snr_15dB_drone.wav,male_0236.wav,drone,15,15.0,3.8501
S0734,S0734_snr_15dB_drone.wav,male_0568.wav,drone,15,15.0,5.0711
S0736,S0736_snr_15dB_drone.wav,male_0022.wav,drone,15,15.0,11.3067
S0737,S0737_snr_15dB_drone.wav,male_0347.wav,drone,15,15.0,4.1014
S0738,S0738_snr_15dB_drone.wav,male_0828.wav,drone,15,15.0,4.26
S0739,S0739_snr_15dB_drone.wav,male_0231.wav,drone,15,15.0,8.1028
S0740,S0740_snr_15dB_drone.wav,male_0254.wav,drone,15,15.0,5.0876
S0741,S0741_snr_15dB_siren.wav,male_0124.wav,siren,15,15.0,3.36
S0743,S0743_snr_15dB_siren.wav,male_0530.wav,siren,15,15.0,3.4285
S0744,S0744_snr_15dB_siren.wav,male_0449.wav,siren,15,15.0,10.0
S0746,S0746_snr_15dB_siren.wav,male_0972.wav,siren,15,15.0,7.32
S0748,S0748_snr_15dB_siren.wav,male_0845.wav,siren,15,15.0,3.4675
S0750,S0750_snr_15dB_siren.wav,male_0731.wav,siren,15,15.0,12.4029
S0753,S0753_snr_15dB_siren.wav,male_0939.wav,siren,15,15.0,6.4196
S0754,S0754_snr_15dB_siren.wav,male_0785.wav,siren,15,15.0,6.0968
S0755,S0755_snr_15dB_siren.wav,male_0867.wav,siren,15,15.0,4.2927
S0756,S0756_snr_15dB_siren.wav,male_0434.wav,siren,15,15.0,7.1275
S0757,S0757_snr_15dB_siren.wav,male_0622.wav,siren,15,15.0,10.9152
S0758,S0758_snr_15dB_siren.wav,male_0541.wav,siren,15,15.0,4.9267
