sample_id,noisy_filename,clean_filename,noise_filename,noise_category,target_snr_db,measured_snr_db,snr_error_db,duration_sec,sample_rate,channels,bit_depth,clean_rms,noise_rms_before_scaling,noise_scaling_factor,flag_large_snr_error,gender,age_group,primary_language,native_place_state,native_place_district,highest_qualification,job_category,occupation_domain
S0259,S0259_snr_0dB_siren.wav,male_0811.wav,war-alarm-fx_132bpm.wav,siren,0,-0.0,-0.0,9.16,16000,1,16,0.089179,0.121809,0.67681919,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0260,S0260_snr_0dB_siren.wav,male_0233.wav,jeremayjimenez-taiwan-eas-alarm-501825.mp3,siren,0,0.0,0.0,9.0934,16000,1,16,0.109043,0.088986,1.092926,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0261,S0261_snr_0dB_siren.wav,male_0796.wav,freesound_community-red-alert_nuclear_buzzer-99741 (1).mp3,siren,0,0.0,0.0,8.1628,16000,1,16,0.005688,0.168825,0.0331632,False,Male,30-45,Sindhi,Rajasthan,Ajmer,Post Graduate,Part Time,Government
S0262,S0262_snr_0dB_siren.wav,male_0682.wav,sound-of-evacuation.mp3,siren,0,0.0,0.0,9.0902,16000,1,16,0.080317,0.054897,1.70889444,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0263,S0263_snr_0dB_siren.wav,male_0805.wav,jeremayjimenez-saudi-arabia-eas-alarm-2024-my-own-alarm-422164.mp3,siren,0,0.0,0.0,3.6,16000,1,16,0.051207,0.258334,0.19942363,False,Male,60+,Konkani,Goa,North Goa,Graduate,Full Time,Financial Services (Banking and Insurance)
S0264,S0264_snr_0dB_gunshot.wav,male_0483.wav,19.mp3,gunshot,0,-0.0,-0.0,3.24,16000,1,16,0.050384,0.121212,0.4235825,False,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
S0265,S0265_snr_0dB_gunshot.wav,male_0361.wav,55.mp3,gunshot,0,0.0,0.0,6.0,16000,1,16,0.088362,0.095474,0.92292694,False,Male,60+,Assamese,Assam,Biswanath,Post Graduate,Other,Education and Research
S0266,S0266_snr_0dB_gunshot.wav,male_0839.wav,25.mp3,gunshot,0,0.0,0.0,4.1896,16000,1,16,0.171393,0.258513,0.62704071,False,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
S0267,S0267_snr_0dB_gunshot.wav,male_0237.wav,36.mp3,gunshot,0,-0.0,-0.0,4.5119,16000,1,16,0.085982,0.137163,0.68815148,False,Male,60+,Marathi,Maharashtra,Solapur,Graduate,Full Time,Healthcare (Medical &amp; Pharma)
S0268,S0268_snr_0dB_gunshot.wav,male_0628.wav,37.mp3,gunshot,0,0.0,0.0,11.1086,16000,1,16,0.030006,0.124991,0.27508319,False,Male,30-45,Kannada,Karnataka,Bangalore Urban,Post Graduate,Full Time,Education and Research
S0269,S0269_snr_0dB_gunshot.wav,male_0958.wav,4.mp3,gunshot,0,0.0,0.0,11.0678,16000,1,16,0.030377,0.066609,0.44957334,False,Male,18-30,Kannada,Karnataka,Bangalore Urban,Graduate,Part Time,Information and Media
S0270,S0270_snr_0dB_gunshot.wav,male_0583.wav,44.mp3,gunshot,0,0.0,0.0,12.0914,16000,1,16,0.067207,0.039828,1.7651884,False,Male,45-60,Telugu,Telangana,Hyderabad,Doctoral (PhD) or higher level,Full Time,Education and Research
S0271,S0271_snr_0dB_gunshot.wav,male_0273.wav,68.wav,gunshot,0,0.0,0.0,3.7827,16000,1,16,0.064509,0.065023,1.11712831,False,Male,30-45,Assamese,Assam,Nagaon,Post Graduate,Full Time,Education and Research
S0272,S0272_snr_0dB_gunshot.wav,male_0202.wav,61.wav,gunshot,0,0.0,0.0,22.2771,16000,1,16,0.016169,0.308401,0.05315587,False,Male,30-45,Maithili,Bihar,Sitamarhi,Graduate,Part Time,Education and Research
S0273,S0273_snr_0dB_gunshot.wav,male_0014.wav,27.mp3,gunshot,0,-0.0,-0.0,5.9428,16000,1,16,0.083234,0.17405,0.48334192,False,Male,30-45,Hindi,Gujarat,Vadodara,Post Graduate,Full Time,Information and Media
S0274,S0274_snr_0dB_gunshot.wav,male_0428.wav,28.mp3,gunshot,0,0.0,0.0,3.0621,16000,1,16,0.096512,0.041871,27.03722528,False,Male,30-45,Bengali,West Bengal,Kolkata,Graduate,Freelance,Entertainment
S0275,S0275_snr_0dB_gunshot.wav,male_0240.wav,14.mp3,gunshot,0,-0.0,-0.0,3.9103,16000,1,16,0.028804,0.16179,0.20636422,False,Male,18-30,Hindi,Maharashtra,Pune,Under Graduate Student,Freelance,Financial Services (Banking and Insurance)
S0276,S0276_snr_0dB_gunshot.wav,male_0085.wav,13.mp3,gunshot,0,0.0,0.0,9.08,16000,1,16,0.133591,0.177627,0.70428753,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0277,S0277_snr_0dB_gunshot.wav,male_0533.wav,38.mp3,gunshot,0,0.0,0.0,14.0,16000,1,16,0.073286,0.142692,0.57336534,False,Male,60+,Konkani,Goa,North Goa,Graduate,Full Time,Financial Services (Banking and Insurance)
S0278,S0278_snr_0dB_gunshot.wav,male_0173.wav,create-a-perfectly-seamle-ewzby4fr.wav,gunshot,0,0.0,0.0,10.52,16000,1,16,0.117607,0.195427,0.60336631,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0279,S0279_snr_0dB_gunshot.wav,male_0290.wav,60.wav,gunshot,0,0.0,0.0,11.4449,16000,1,16,0.1561,0.264718,0.58935239,False,Male,30-45,Gujarati,Gujarat,Sabarkantha,Post Graduate,Part Time,Education and Research
S0280,S0280_snr_0dB_gunshot.wav,male_0486.wav,Close-mic_gunshot_wi_#1-1789001937788.mp3,gunshot,0,0.0,0.0,8.7513,16000,1,16,0.061346,0.081326,0.79485165,False,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
S0281,S0281_snr_0dB_gunshot.wav,male_0330.wav,73.mp3,gunshot,0,0.0,0.0,13.7003,16000,1,16,0.05203,0.220831,0.23546943,False,Male,60+,Konkani,Goa,North Goa,Graduate,Full Time,Financial Services (Banking and Insurance)
S0282,S0282_snr_0dB_gunshot.wav,male_0684.wav,77.mp3,gunshot,0,0.0,0.0,5.2574,16000,1,16,0.092978,0.126538,0.84018617,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0283,S0283_snr_0dB_gunshot.wav,male_0319.wav,45.mp3,gunshot,0,0.0,0.0,7.549,16000,1,16,0.097797,0.084617,1.16393757,False,Male,30-45,Kashmiri,Jammu Kashmir,Anantnag,Doctoral (PhD) or higher level,Full Time,Education and Research
S0284,S0284_snr_0dB_gunshot.wav,male_0455.wav,Close-mic_gunshot_wi_#1-1789002065220.mp3,gunshot,0,0.0,0.0,9.5833,16000,1,16,0.069392,0.081326,0.88047655,False,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
S0285,S0285_snr_0dB_gunshot.wav,male_0250.wav,Close-mic_gunshot_wi_#4-1789002081421.mp3,gunshot,0,-0.0,-0.0,5.9387,16000,1,16,0.100299,0.126861,0.82840423,False,Male,30-45,Kashmiri,Jammu Kashmir,Anantnag,Doctoral (PhD) or higher level,Full Time,Education and Research
S0286,S0286_snr_0dB_gunshot.wav,male_0847.wav,Close-mic_gunshot_wi_#1-1789001924366.mp3,gunshot,0,0.0,0.0,4.98,16000,1,16,0.052861,0.081326,0.83735923,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0287,S0287_snr_0dB_gunshot.wav,male_0280.wav,62.wav,gunshot,0,0.0,0.0,12.4214,16000,1,16,0.106896,0.067339,1.78677912,False,Male,45-60,Dogri,Jammu Kashmir,Jammu,Graduate,Full Time,Retail
S0288,S0288_snr_0dB_helicopter.wav,male_0456.wav,706415__felixblume__helicopter-flying-near-a-military-base-very-loud-with-road-and-city-hum-slight-wind-in-the-desert.wav,helicopter,0,0.0,0.0,12.1685,16000,1,16,0.060135,0.02603,5.12682748,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0289,S0289_snr_0dB_helicopter.wav,male_0902.wav,freesound_community-helicopter-flyby-64248.mp3,helicopter,0,0.0,0.0,3.4991,16000,1,16,0.039167,0.046151,2.53141593,False,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
S0290,S0290_snr_0dB_helicopter.wav,male_0762.wav,magiaz-helicopter-331266.mp3,helicopter,0,-0.0,-0.0,4.4002,16000,1,16,0.12415,0.047949,2.63668993,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0291,S0291_snr_0dB_helicopter.wav,male_0548.wav,juliush-helicopter-8030 (1).mp3,helicopter,0,0.0,0.0,6.4716,16000,1,16,0.077232,0.117397,0.57155595,False,Male,30-45,Assamese,Assam,Nagaon,Post Graduate,Full Time,Education and Research
S0292,S0292_snr_0dB_helicopter.wav,male_0181.wav,soundreality-helicopter-2-216633.mp3,helicopter,0,0.0,0.0,4.5106,16000,1,16,0.14096,0.306907,0.42614536,False,Male,18-30,Bengali,West Bengal,Kolkata,Doctoral (PhD) or higher level,Full Time,Education and Research
S0293,S0293_snr_0dB_helicopter.wav,male_0558.wav,freesound_community-helicopter-68375.mp3,helicopter,0,0.0,0.0,6.0723,16000,1,16,0.119578,0.082817,1.21464504,False,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
S0294,S0294_snr_0dB_helicopter.wav,male_0629.wav,freesound_community-helicopter-74056.mp3,helicopter,0,0.0,0.0,10.4478,16000,1,16,0.021017,0.034017,0.57793791,False,Male,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Full Time,Education and Research
S0295,S0295_snr_0dB_helicopter.wav,male_0424.wav,freesound_community-helicopter-beat-47617.mp3,helicopter,0,-0.0,-0.0,3.6372,16000,1,16,0.053891,0.024734,2.11160337,False,Male,18-30,Telugu,Andhra Pradesh,Prakasam,Under Graduate Student,Full Time,Technology and Services
S0296,S0296_snr_0dB_helicopter.wav,male_0844.wav,854493__qubodup__uh60-black-hawk-helicopter-hover-loop-1.wav,helicopter,0,0.0,0.0,3.7963,16000,1,16,0.14677,0.150193,0.97863149,False,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
S0297,S0297_snr_0dB_helicopter.wav,male_0011.wav,741812__inspire153__helicopter.wav,helicopter,0,0.0,0.0,3.1555,16000,1,16,0.131572,0.079194,1.78040528,False,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
S0298,S0298_snr_0dB_helicopter.wav,male_0200.wav,mixkit-cinematic-riser-helicopter-engine-2719.wav,helicopter,0,0.0,0.0,4.96,16000,1,16,0.125126,0.099033,0.79097122,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0299,S0299_snr_0dB_helicopter.wav,male_0426.wav,kalsstockmedia-helecopter-slowing-down-and-speeding-looped-341996.mp3,helicopter,0,-0.0,-0.0,3.4185,16000,1,16,0.055711,0.238348,0.22946597,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0300,S0300_snr_0dB_helicopter.wav,male_0535.wav,chrysalyn-helicopter-flyby-approaching-and-leaving-537641.mp3,helicopter,0,0.0,0.0,4.3295,16000,1,16,0.08977,0.078348,0.9321316,False,Male,45-60,Malayalam,Kerala,Pathanamthitta,Graduate,Full Time,Government
S0301,S0301_snr_0dB_helicopter.wav,male_0032.wav,eaglaxle-helicopter-461638.mp3,helicopter,0,-0.0,-0.0,4.1275,16000,1,16,0.020089,0.019963,0.96427578,False,Male,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Full Time,Education and Research
S0302,S0302_snr_0dB_helicopter.wav,male_0580.wav,367220__fuseman__helicopter.wav,helicopter,0,0.0,0.0,13.7635,16000,1,16,0.086328,0.119075,0.71915474,False,Male,60+,Punjabi,Punjab,Rupnagar,Graduate,Other,Government
S0303,S0303_snr_0dB_helicopter.wav,male_0405.wav,alex_jauk-helicopters-flying-around-background-noises-447147.mp3,helicopter,0,0.0,0.0,6.28,16000,1,16,0.108452,0.063731,3.22909556,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0304,S0304_snr_0dB_helicopter.wav,male_0278.wav,freesound_community-helicopter-interior-no-rotor-7086.mp3,helicopter,0,0.0,0.0,4.9016,16000,1,16,0.090642,0.10992,0.82291976,False,Male,45-60,Dogri,Jammu Kashmir,Jammu,Graduate,Full Time,Retail
S0305,S0305_snr_0dB_helicopter.wav,male_0445.wav,freesound_community-helicopter-pass-chops-distant-urban-180607-26049.mp3,helicopter,0,0.0,0.0,6.76,16000,1,16,0.08806,0.057246,1.83918328,False,Male,45-60,Kannada,Karnataka,Shimoga,Post Graduate,Other,Manufacturing
S0306,S0306_snr_0dB_helicopter.wav,male_0772.wav,freesound_community-helicopter-blades-64590.mp3,helicopter,0,0.0,0.0,6.528,16000,1,16,0.001068,0.125093,0.00867999,False,Male,45-60,Kashmiri,Jammu Kashmir,Srinagar,Doctoral (PhD) or higher level,Full Time,Education and Research
S0307,S0307_snr_0dB_helicopter.wav,male_0373.wav,232818__lezaarth__helicopter.wav,helicopter,0,-0.0,-0.0,3.6998,16000,1,16,0.028847,0.071572,0.39877549,False,Male,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Full Time,Education and Research
S0308,S0308_snr_0dB_helicopter.wav,male_0723.wav,freesound_community-helicopter-74745.mp3,helicopter,0,0.0,0.0,3.7369,16000,1,16,0.121468,0.031578,5.4709112,False,Male,30-45,Hindi,Gujarat,Vadodara,Post Graduate,Full Time,Information and Media
S0309,S0309_snr_0dB_helicopter.wav,male_0401.wav,441501__lilmati__trippy-helicopter-rushing-sfx.wav,helicopter,0,0.0,0.0,4.48,16000,1,16,0.013657,0.106954,0.13040089,False,Male,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Full Time,Education and Research
S0310,S0310_snr_0dB_helicopter.wav,male_0079.wav,soumages-helicopter-429328.mp3,helicopter,0,0.0,0.0,7.2998,16000,1,16,0.128556,0.193649,0.66301082,False,Male,60+,Konkani,Goa,North Goa,Graduate,Full Time,Financial Services (Banking and Insurance)
S0311,S0311_snr_0dB_helicopter.wav,male_0538.wav,gargamel10-helicopter-sound-effect-379744.mp3,helicopter,0,0.0,0.0,10.7517,16000,1,16,0.078068,0.017638,4.64925241,False,Male,45-60,Tamil,Tamil Nadu,Karur,Post Graduate,Full Time,Information and Media
S0312,S0312_snr_0dB_wind.wav,male_0576.wav,jci-21-wind-blowing-sfx-12809.mp3,wind,0,-0.0,-0.0,3.7739,16000,1,16,0.11795,0.079794,1.12174377,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0313,S0313_snr_0dB_wind.wav,male_0549.wav,dragon-studio-howling-wind-and-snow-extended-515985.mp3,wind,0,0.0,0.0,4.4017,16000,1,16,0.013057,0.106005,0.28632733,False,Male,30-45,Sindhi,Rajasthan,Ajmer,Post Graduate,Part Time,Government
S0314,S0314_snr_0dB_wind.wav,male_0711.wav,dragon-studio-heavy-windstorm-429227.mp3,wind,0,0.0,0.0,7.6314,16000,1,16,0.050954,0.213285,0.28968279,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0315,S0315_snr_0dB_wind.wav,male_0042.wav,tanweraman-desert-wind-2-350417.mp3,wind,0,0.0,0.0,13.0003,16000,1,16,0.046187,0.044856,0.81696021,False,Male,60+,Konkani,Goa,North Goa,Graduate,Full Time,Financial Services (Banking and Insurance)
S0316,S0316_snr_0dB_wind.wav,male_0886.wav,sarthakraj_308-heavy-wind-storm-326096.mp3,wind,0,0.0,0.0,14.2086,16000,1,16,0.011213,0.241316,0.03989449,False,Male,18-30,Dogri,Jammu Kashmir,Jammu,Senior Secondary Level at School (10+2),Full Time,Technology and Services
S0317,S0317_snr_0dB_wind.wav,male_0633.wav,soundreality-wind-underground-sfx-522599.mp3,wind,0,0.0,0.0,10.987,16000,1,16,0.068224,0.228371,0.28625726,False,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
S0318,S0318_snr_0dB_wind.wav,male_0859.wav,soundreality-wind-atmosphere-sfx-522603.mp3,wind,0,-0.0,-0.0,13.4344,16000,1,16,0.060832,0.180686,0.32565352,False,Male,60+,Konkani,Goa,North Goa,Graduate,Full Time,Financial Services (Banking and Insurance)
S0319,S0319_snr_0dB_wind.wav,male_0140.wav,soundreality-wind-hanger-sfx-522598.mp3,wind,0,0.0,0.0,6.0452,16000,1,16,0.135649,0.152897,0.81901921,False,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
S0320,S0320_snr_0dB_wind.wav,male_0386.wav,liecio-strong-howling-wind-132281.mp3,wind,0,0.0,0.0,9.8714,16000,1,16,0.027544,0.07223,0.37191017,False,Male,30-45,Malayalam,Kerala,Palakkad,Post Graduate,Full Time,Technology and Services
S0321,S0321_snr_0dB_wind.wav,male_0457.wav,dragon-studio-wind-blowing-sfx-04-423680.mp3,wind,0,-0.0,-0.0,3.2181,16000,1,16,0.168232,0.140174,1.00765435,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0322,S0322_snr_0dB_wind.wav,male_0933.wav,dragon-studio-freezing-winter-wind-499654.mp3,wind,0,0.0,0.0,7.7158,16000,1,16,0.062593,0.116573,0.65737693,False,Male,18-30,Telugu,Andhra Pradesh,Prakasam,Under Graduate Student,Full Time,Technology and Services
S0323,S0323_snr_0dB_wind.wav,male_0814.wav,ElevenLabs_Wind_noise.mp3,wind,0,0.0,0.0,4.326,16000,1,16,0.142485,0.05611,2.0870076,False,Male,30-45,Marathi,Maharashtra,Raigad,Post Graduate,Full Time,Education and Research
S0324,S0324_snr_0dB_wind.wav,male_0141.wav,dragon-studio-haunting-wind-515270.mp3,wind,0,0.0,0.0,6.7526,16000,1,16,0.061385,0.072564,0.72804829,False,Male,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Full Time,Education and Research
S0325,S0325_snr_0dB_wind.wav,male_0625.wav,nematoki-winter-wind-305577.mp3,wind,0,0.0,0.0,9.5331,16000,1,16,0.065578,0.049446,2.27273041,False,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
S0326,S0326_snr_0dB_wind.wav,male_0321.wav,dragon-studio-winter-wind-402331.mp3,wind,0,0.0,0.0,22.4499,16000,1,16,0.098023,0.082098,1.13157588,False,Male,18-30,Bengali,West Bengal,Kolkata,Doctoral (PhD) or higher level,Full Time,Education and Research
S0327,S0327_snr_0dB_wind.wav,male_0709.wav,loswin23-strong-gusting-wind-537714.mp3,wind,0,0.0,0.0,9.8666,16000,1,16,0.140009,0.099417,1.21372626,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0328,S0328_snr_0dB_wind.wav,male_0458.wav,spinopel-high-wind-281253.mp3,wind,0,0.0,0.0,6.4656,16000,1,16,0.044279,0.091502,0.50598077,False,Male,45-60,Tamil,Tamil Nadu,Karur,Post Graduate,Full Time,Information and Media
S0329,S0329_snr_0dB_wind.wav,male_0874.wav,ElevenLabs_Wind.mp3,wind,0,0.0,0.0,6.4172,16000,1,16,0.132944,0.044386,3.13157778,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0330,S0330_snr_0dB_wind.wav,male_0327.wav,storegraphic-soft-wind-314945.mp3,wind,0,0.0,0.0,6.8011,16000,1,16,0.071771,0.001565,45.16806864,False,Male,18-30,Kannada,Karnataka,Bangalore Urban,Graduate,Part Time,Information and Media
S0331,S0331_snr_0dB_wind.wav,male_0127.wav,ElevenLabs_Cinematic_wind_whoosh.mp3,wind,0,0.0,0.0,4.8144,16000,1,16,0.097402,0.081754,1.02152743,False,Male,60+,Marathi,Maharashtra,Solapur,Graduate,Full Time,Healthcare (Medical &amp; Pharma)
S0332,S0332_snr_0dB_wind.wav,male_0133.wav,dragon-studio-loud-wind-429220.mp3,wind,0,-0.0,-0.0,7.5903,16000,1,16,0.172844,0.149665,1.46891964,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0333,S0333_snr_0dB_wind.wav,male_0818.wav,soundreality-wind-caves-high-sfx-522604.mp3,wind,0,-0.0,-0.0,7.5996,16000,1,16,0.084811,0.171917,0.47596889,False,Male,45-60,Nepali,Meghalaya,Ri Bhoi,Post Graduate,Full Time,Education and Research
S0334,S0334_snr_0dB_wind.wav,male_0398.wav,magiaz-windstorm-407324.mp3,wind,0,0.0,0.0,6.7659,16000,1,16,0.048773,0.181382,0.2689568,False,Male,18-30,Konkani,Goa,South Goa,Post Graduate,Full Time,Technology and Services
S0335,S0335_snr_5dB_armored_vehicle.wav,male_0916.wav,freesound_community-hover-vehicle-rev-loop-102894.mp3,armored_vehicle,5,5.0,0.0,4.1932,16000,1,16,0.068865,0.32688,0.11974434,False,Male,60+,Marathi,Maharashtra,Solapur,Graduate,Full Time,Healthcare (Medical &amp; Pharma)
S0336,S0336_snr_5dB_armored_vehicle.wav,male_0994.wav,1914-18_ tank maneuvering over broken ground.mp3,armored_vehicle,5,5.0,0.0,6.7378,16000,1,16,0.010635,0.11034,0.06502933,False,Male,18-30,Bodo,Assam,Kokrajhar,Post Graduate,Part Time,Education and Research
S0337,S0337_snr_5dB_armored_vehicle.wav,male_0416.wav,freesound_community-tracked-vehicle-91010 (1).mp3,armored_vehicle,5,5.0,-0.0,5.2201,16000,1,16,0.157189,0.119053,0.74315359,False,Male,30-45,Urdu,Gujarat,Ahmedabad,Graduate,Full Time,Technology and Services
S0338,S0338_snr_5dB_armored_vehicle.wav,male_0596.wav,military-tank-sound-effects.mp3,armored_vehicle,5,5.0,-0.0,6.2326,16000,1,16,0.074803,0.309324,0.13637342,False,Male,30-45,Konkani,Goa,North Goa,Post Graduate,Full Time,Education and Research
S0339,S0339_snr_5dB_armored_vehicle.wav,male_0259.wav,Sherman military tank_ moving.mp3,armored_vehicle,5,5.0,-0.0,16.96,16000,1,16,0.112217,0.045602,0.96711679,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0340,S0340_snr_5dB_armored_vehicle.wav,male_0314.wav,"Tank column, the movement of a group of tanks.mp3",armored_vehicle,5,5.0,0.0,6.0067,16000,1,16,0.075622,0.146627,2.51381275,False,Male,18-30,Odia,Odisha,Sundergarh,Post Graduate,Full Time,Education and Research
S0341,S0341_snr_5dB_armored_vehicle.wav,male_0410.wav,Military tank_ moving at different speeds (2).mp3,armored_vehicle,5,5.0,0.0,8.2,16000,1,16,0.067174,0.091278,0.3417916,False,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
S0342,S0342_snr_5dB_armored_vehicle.wav,male_0163.wav,Military armored personnel carrier approaching and passing by.mp3,armored_vehicle,5,5.0,0.0,3.5009,16000,1,16,0.004516,0.059499,0.2048222,False,Male,30-45,Sindhi,Rajasthan,Ajmer,Post Graduate,Part Time,Government
S0343,S0343_snr_5dB_armored_vehicle.wav,male_0305.wav,kave_msri-tank-moving-sfx-319878.mp3,armored_vehicle,5,5.0,0.0,10.1552,16000,1,16,0.039478,0.339226,0.06680862,False,Male,45-60,Telugu,Telangana,Hyderabad,Doctoral (PhD) or higher level,Full Time,Education and Research
S0344,S0344_snr_5dB_armored_vehicle.wav,male_0287.wav,mixkit-tractor-driving-away-1599.wav,armored_vehicle,5,5.0,0.0,6.0522,16000,1,16,0.026237,0.128802,0.08664054,False,Male,18-30,Hindi,Maharashtra,Pune,Under Graduate Student,Freelance,Financial Services (Banking and Insurance)
S0345,S0345_snr_5dB_armored_vehicle.wav,male_0645.wav,the-sound-of-driving-inside-the-tank.mp3,armored_vehicle,5,5.0,0.0,5.2942,16000,1,16,0.024189,0.119043,0.14965223,False,Male,45-60,Bodo,Assam,Udalguri,Doctoral (PhD) or higher level,Freelance,Education and Research
S0346,S0346_snr_5dB_armored_vehicle.wav,male_0636.wav,freesound_community-chugging-diesel-bus-and-rev-23478.mp3,armored_vehicle,5,5.0,-0.0,9.12,16000,1,16,0.114905,0.141161,0.38730923,False,Male,18-30,Nepali,West Bengal,Kalimpong,Post Graduate,Part Time,Social service
S0347,S0347_snr_5dB_armored_vehicle.wav,male_0354.wav,spinopel-delivery-truck-starts-moving-456313.mp3,armored_vehicle,5,5.0,0.0,7.25,16000,1,16,0.020336,0.101154,0.11310707,False,Male,30-45,Maithili,Bihar,Darbhanga,Post Graduate,Full Time,Education and Research
S0348,S0348_snr_5dB_armored_vehicle.wav,male_0069.wav,freesound_community-general-noise-vehicle-interior-73739.mp3,armored_vehicle,5,5.0,0.0,4.0262,16000,1,16,0.178352,0.027394,3.81853839,False,Male,18-30,Gujarati,Gujarat,Sabarkantha,Post Graduate,Full Time,Information and Media
S0349,S0349_snr_5dB_armored_vehicle.wav,male_0679.wav,sound-from-inside-a-damaged-tank-while-driving.mp3,armored_vehicle,5,5.0,0.0,8.5686,16000,1,16,0.093891,0.076646,0.66898672,False,Male,30-45,Konkani,Goa,North Goa,Post Graduate,Full Time,Education and Research
S0350,S0350_snr_5dB_armored_vehicle.wav,male_0834.wav,freesound_community-driving-tank-engine-88503 (1).mp3,armored_vehicle,5,5.0,0.0,7.3785,16000,1,16,0.039107,0.131287,0.16655932,False,Male,18-30,Dogri,Jammu Kashmir,Jammu,Senior Secondary Level at School (10+2),Full Time,Technology and Services
S0351,S0351_snr_5dB_armored_vehicle.wav,male_0936.wav,started-engine-of-military-equipment.mp3,armored_vehicle,5,5.0,0.0,9.4785,16000,1,16,0.041543,0.259224,0.11250092,False,Male,30-45,Dogri,Jammu Kashmir,Jammu,Graduate,Full Time,Technology and Services
S0352,S0352_snr_5dB_armored_vehicle.wav,male_0680.wav,the-tank-passes-the-sounds-of-caterpillars.mp3,armored_vehicle,5,5.0,0.0,6.2015,16000,1,16,0.012726,0.04002,0.71768344,False,Male,30-45,Sindhi,Rajasthan,Ajmer,Post Graduate,Part Time,Government
S0353,S0353_snr_5dB_armored_vehicle.wav,male_0720.wav,chrysalyn-bus-starting-engine-and-driving-away-sound-effect-538184.mp3,armored_vehicle,5,5.0,-0.0,3.9302,16000,1,16,0.004162,0.219868,0.00974726,False,Male,45-60,Kashmiri,Jammu Kashmir,Srinagar,Doctoral (PhD) or higher level,Full Time,Education and Research
S0354,S0354_snr_5dB_armored_vehicle.wav,male_0238.wav,182793__qubodup__military-vehicle-humming.flac,armored_vehicle,5,5.0,0.0,4.7264,16000,1,16,0.109761,0.172256,0.36125161,False,Male,30-45,Hindi,Gujarat,Vadodara,Post Graduate,Full Time,Information and Media
S0355,S0355_snr_5dB_armored_vehicle.wav,male_0266.wav,magiaz-war_tank-481284.mp3,armored_vehicle,5,5.0,-0.0,3.134,16000,1,16,0.019952,0.175346,0.05879689,False,Male,18-30,Dogri,Jammu Kashmir,Jammu,Senior Secondary Level at School (10+2),Full Time,Technology and Services
S0356,S0356_snr_5dB_armored_vehicle.wav,male_0091.wav,"Tank column, the movement of a group of tanks (1).mp3",armored_vehicle,5,5.0,-0.0,9.9299,16000,1,16,0.069633,0.146627,0.32124747,False,Male,30-45,Maithili,Bihar,Samastipur,Doctoral (PhD) or higher level,Full Time,Education and Research
